geneID,45_highdata,90_highdata,180_highdata,360_highdata,720_highdata,1440_highdata,45_lowdata,90_lowdata,180_lowdata,360_lowdata,720_lowdata,1440_lowdata,estm,pred
MEX3D,0.843033982,0.847490324,0.862846023,0.93097965,0.975624984,1.244999866,0.718309118,0.58155583,0.889881098,0.888484965,0.89439617,0.798647963,rejected,0
MFSD4B,0.621566693,0.791627643,0.806430035,0.967542905,1.056299106,1.204940289,0.98346486,1.284257394,0.895603995,1.015872727,1.067638677,1.163372271,rejected,0
MGEA5,0.953542313,1.004106713,1.106501404,1.152320642,1.587848032,1.726806297,0.868703612,0.905417238,1.154949459,1.137742463,1.213953437,1.399026395,rejected,0
MICA,0.665873674,0.805868904,0.922448519,0.994379779,1.055000464,1.328787736,0.601384661,0.696990987,0.93591823,0.975078504,1.139780953,1.329262566,rejected,0
MICAL2,1.018303751,1.048297584,1.34945163,1.425253021,2.11794949,3.205992186,0.911932844,1.086927778,1.30134083,0.764367147,1.902950705,1.932118123,rejected,0
MICB,0.425706845,0.522999469,0.875841634,0.913663486,0.919432724,1.342542702,0.406949873,0.562172374,0.902502983,0.923049766,1.081164593,1.363054762,rejected,0
MID1,1.064280188,1.176512855,1.197965641,1.229326887,1.234936153,1.332935,1.114394417,0.976317283,1.100831253,0.905122918,0.666597206,1.14235211,rejected,0
MISP,0.877933371,1.058689645,1.144321426,1.161219375,1.217115628,1.242834016,0.934978605,0.718234963,0.600582806,1.172120743,1.005530795,1.442126205,rejected,0
MKI67,0.260215707,0.87959961,0.981455414,0.989543466,1.015319843,1.059111496,0.36714129,0.859107754,1.039501902,0.99182599,1.066772809,0.982276948,rejected,0
MKL1,0.924813142,0.992709614,1.05999707,1.102822232,1.289429421,1.747896464,0.89920135,0.98608005,0.958924971,0.797521279,1.260604157,0.867537003,rejected,0
MKNK2,0.55392686,0.737893353,0.750272066,0.761589854,0.796833288,0.801884944,0.950335893,0.92462476,1.317449347,1.137659027,1.378758015,0.785492671,rejected,0
MLH3,0.766080682,0.878404601,1.052465797,1.0743483,1.327110081,1.368845815,0.856024594,0.951413887,1.031695182,1.495224998,1.643421256,1.436592834,rejected,0
MME,0.712411151,0.802459208,0.867724659,0.880003539,1.124695622,1.229790297,2.800970428,0.919602385,0.82445491,2.139082678,1.093585935,0.867700502,rejected,0
MND1,0.318699528,0.76682898,1.068777564,1.092288557,1.162442159,1.321427353,0.538617879,0.917465655,1.13567985,1.134323912,1.229268605,1.150602107,rejected,0
MNT,0.448616582,0.880564679,1.122178242,1.172062864,1.218844038,1.374725327,0.658066171,1.0785022,1.208634134,1.173596618,1.22085639,1.400794113,rejected,0
MOB3A,0.62527337,0.753902035,0.886612189,0.920613185,1.203137859,1.218314213,0.650771191,0.723263366,0.877908193,1.074289953,1.501223183,1.336088403,rejected,0
MOB3B,1.035640988,1.160790515,1.76132494,1.773739018,1.953571714,2.214193919,0.996440932,0.972351001,0.878328088,1.179219062,1.423448153,0.524281103,rejected,0
MOCOS,0.77366698,0.839909662,0.95986093,0.986930966,1.339310862,1.659743528,1.108938425,0.890810989,0.911628335,1.039312192,1.323395234,1.771536823,rejected,0
MORN4,0.716908039,0.956049025,1.070363563,2.047080098,2.171087336,3.017508856,0.943832132,0.925932656,1.342086419,1.988595968,2.645449713,3.352521866,rejected,0
MOSPD3,0.886773446,0.920619229,0.957336032,0.969313062,1.18317892,2.292242626,0.859509079,1.041900213,1.048504714,1.092527029,0.809979153,1.429769418,rejected,0
MPP7,0.708705218,0.75477527,0.797578051,0.937615074,1.178966746,1.210939123,1.667781845,1.115611778,0.764438899,0.740114868,0.975376338,0.703341078,rejected,0
MPV17L2,0.415404592,0.572983771,0.688631301,0.927176531,1.023952119,1.049082828,0.61027163,0.919744546,0.879250371,1.059531544,0.923917052,1.095619145,rejected,0
MRPL34,0.417798942,0.608606781,0.719323752,0.874124604,0.906398664,0.973718007,0.699216649,0.828303153,0.82689647,1.020034426,0.940409873,0.930055001,rejected,0
MRPL36,0.455732138,0.563384035,0.76955871,1.055164494,1.086911546,1.238623345,0.7406877,0.819639723,0.935581982,1.196016417,0.957331232,1.132606101,rejected,0
MRPL50,0.603018795,0.658306653,0.842240192,1.041126817,1.061657323,1.213529206,0.828156654,1.046585011,1.046373638,1.000619356,1.150752805,1.193247143,rejected,0
MRPL55,0.842869684,0.878519761,0.978041344,0.98839648,1.046165774,1.193588949,0.918666709,1.148700651,0.948559268,1.170856297,1.589086291,1.335820103,rejected,0
MRPS12,0.409814959,0.517414694,0.656909811,0.835364825,1.058662704,1.066591633,0.62722878,0.817707482,0.891111776,1.117820735,1.107114962,1.008592133,rejected,0
MSANTD3,1.169515764,1.197321121,1.2668295,1.27502619,1.317758628,1.611853927,1.125433741,0.622400571,1.073499462,1.132140035,1.191572425,0.862639457,rejected,0
MSS51,0.875840716,1.10712881,1.246038019,1.293685072,1.294847737,1.85116985,0.946810543,1.213797831,1.239845457,1.058257594,1.168420378,1.342390518,rejected,0
MST1R,0.666033481,0.805954572,0.816246421,0.888072558,1.335024557,1.559398699,0.801814481,0.823759544,0.754070772,1.13634056,1.258063556,1.406407364,rejected,0
MTBP,0.658340373,0.919225715,1.030809005,1.10649622,1.321909026,1.366161174,1.048114889,1.026941153,1.078822265,1.072062328,1.188128787,1.34171685,rejected,0
MTHFD2,0.589683382,0.932786133,1.089395944,1.114230528,1.825144851,2.304079182,1.247747812,1.013379214,1.08509864,1.111708506,1.935354941,2.830403658,rejected,0
MTO1,0.558992215,0.72838716,0.816943223,0.81756861,0.851197818,0.893981188,0.873122316,0.825571871,1.179859844,0.862470936,0.885074263,1.053391204,rejected,0
MTRF1,0.84412495,0.908742422,0.933365161,1.05169467,1.277713341,1.81856681,0.886305539,0.928553673,0.904583767,0.986742087,1.070910813,1.628027907,rejected,0
MTSS1L,0.599691295,0.75846812,0.841843532,0.861784738,0.878994129,1.071280091,0.715557317,0.80082941,1.178125244,0.844873725,0.925049276,1.012818404,rejected,0
MUS81,0.795347294,0.819900596,1.180806101,1.438272025,1.549728687,1.596952145,0.817075628,0.968602745,1.535593237,1.03037163,1.557083335,1.418693042,rejected,0
MVD,0.554576842,0.819670025,0.895718731,0.939891211,1.028254927,1.369137249,0.573206082,0.926190262,0.923791389,1.18464339,1.361528603,1.196987657,rejected,0
MVK,0.774752385,0.844518152,0.905857062,0.931830904,1.004342308,1.419301066,0.98860949,1.062142711,1.129213489,1.060888072,0.923029298,1.634667448,rejected,0
MVP,0.804668513,0.82318659,0.902384625,0.925648562,0.952234259,1.81422938,0.832887967,0.949329654,0.941702936,0.880852294,0.920156405,1.397390446,rejected,0
MXI1,0.707498259,0.750008235,0.803754255,1.019592495,1.038035629,1.175556246,0.814762516,0.938926635,1.535227497,1.984638536,1.073660266,1.150038892,rejected,0
MYBL1,0.788948198,0.947346687,0.956183319,1.159789448,1.719282157,1.89638619,1.031504301,1.094562007,1.03019558,1.221655725,1.514274309,1.251666359,rejected,0
MYC,0.281120721,0.452722395,0.459470813,0.484604371,0.514523841,0.710989131,0.409136944,0.867127324,0.888468016,0.724163251,0.73783654,0.855368739,rejected,0
MZF1,0.714260283,0.751201279,0.866894758,1.096499115,1.45912953,1.594304713,0.920938111,0.866481111,0.933929991,1.128161629,1.464986624,1.766671888,rejected,0
NAA10,0.620781123,0.803789653,0.865005141,0.914911244,0.921769526,0.93592612,0.743261499,0.945162704,1.158928891,0.943487816,1.068872236,0.854611692,rejected,0
NAA40,0.608770779,0.712993596,0.859448321,0.920344052,1.010270451,1.103985123,0.67455528,0.815546319,0.913016826,0.959142947,1.079105982,1.201306758,rejected,0
NAB2,0.765004342,0.81213241,0.872049513,1.10253988,1.447458875,1.612724759,0.985930364,1.110600721,0.888150691,1.330177073,1.47638549,1.681676338,rejected,0
NABP1,0.85134932,0.863798922,0.953743251,1.423010765,1.722019324,2.051897393,0.874714995,0.965486526,0.961631893,1.523340627,1.664841749,1.960481663,rejected,0
NAGPA,0.671514706,0.871779863,0.916586042,0.953446758,0.995137558,1.000110837,0.67246859,0.930204257,1.192795909,1.033327467,0.9831828,1.080622967,rejected,0
NAV1,0.752881604,0.912256202,1.217844039,1.280895011,1.50144253,1.888179021,0.713957634,0.933238721,1.01971232,1.052877666,0.955890724,0.904468948,rejected,0
NCAPG,0.280653469,0.754599596,0.974086723,0.99292968,1.003352766,1.074528071,0.419740844,0.784795827,1.00201579,0.97411184,0.932980005,1.064932702,rejected,0
NCAPH,0.315840848,0.720740114,0.965586808,0.988683247,1.00088861,1.026435755,0.47324542,0.845101594,0.950320569,0.966473923,0.988984877,1.041991228,rejected,0
NCBP2AS2,0.527233712,0.727934132,0.767228345,1.17407496,1.233261116,1.289226998,0.840989403,1.168740622,0.932416855,1.170153007,1.118978318,1.275943317,rejected,0
NCEH1,0.734290146,0.948044532,1.014822729,1.126028153,1.130500795,1.22580256,0.631873859,0.996795583,1.17864634,1.1074508,0.997739181,1.18655315,rejected,0
NCKAP5L,0.799375794,0.856773722,0.870552425,1.023038969,1.092151633,1.830191372,1.128053445,0.856361356,1.339813025,1.295831863,1.116500215,1.472931804,rejected,0
NCOA7,0.468519322,0.569982771,0.77363003,0.897264975,0.965774888,1.169390547,0.754031103,0.63986153,0.864023643,0.940104891,1.196950868,1.32316192,rejected,0
NCS1,0.775174359,0.905391182,0.973586943,1.036814505,1.062345735,1.227213996,0.680494085,0.964917726,1.005391979,1.004711992,1.018853905,0.916918191,rejected,0
NDC80,0.358365806,0.993862844,0.996062373,1.001501515,1.181021833,1.182914465,0.40330033,0.99163656,1.026645933,1.020870883,1.229095696,1.264528572,rejected,0
NDUFA2,0.54346746,0.687116823,0.86204365,0.967417054,0.979161612,1.016929438,0.737512702,0.757946377,0.923603288,1.006274828,1.028975336,1.234710639,rejected,0
NECTIN3,1.056602517,1.103708721,1.195704945,1.36248877,1.412733115,1.710332841,0.830624187,1.01044511,1.143548282,1.033701894,1.070225503,1.472602372,rejected,0
NECTIN4,1.001238142,1.285463012,1.62819095,2.040542502,2.088757117,3.951031845,0.896739856,1.08985618,1.11728995,1.805958724,1.272550419,3.556283491,rejected,0
NEDD4L,0.524938221,0.612595471,0.680686758,0.724976978,1.109561826,1.147021634,0.933937421,0.724751689,1.139250217,0.712688308,1.151652537,1.128368833,rejected,0
NEIL3,0.1859189,0.589004077,0.768719714,0.828866267,0.835420842,1.034742285,0.400503608,0.669782952,0.809883103,0.863168111,0.840352022,0.954177103,rejected,0
NEK2,0.474771171,1.021867188,1.042329327,1.053609139,1.160300015,1.161918914,0.496384706,0.900209927,1.034470617,0.892738991,1.18328523,1.250190477,rejected,0
NEMP2,0.582088955,0.911529879,0.946209155,0.987291817,1.305096831,1.402541599,0.6305681,0.970269449,0.948545729,0.982470693,1.227628317,1.384393425,rejected,0
NFAT5,0.812444654,0.975831925,1.205302081,1.289351483,1.526999516,1.840828398,0.759518126,1.012095112,1.035058627,1.167959586,1.259670668,1.425167104,rejected,0
NFIL3,0.691254223,0.775144298,1.103766698,1.117786382,1.36336077,2.428912424,0.572294357,0.887879141,1.216965665,1.148439491,1.473276463,1.111884634,rejected,0
NFKBIA,0.822563669,0.863172115,0.924016754,1.194890051,1.332797826,1.552671203,0.852932866,0.944264925,0.98477336,1.095394683,1.258067634,1.533326861,rejected,0
NFKBID,0.838943459,1.085330886,1.209479711,1.214045705,1.64324741,1.791042417,0.94434189,1.454250366,1.358854543,1.094294568,1.984077983,1.954896193,rejected,0
NFKBIZ,0.609102921,0.975934344,1.030102319,1.082931786,1.196736529,1.586460625,0.663004382,0.93659469,1.490083613,1.090402723,1.198483841,1.048633786,rejected,0
NHSL1,0.524304874,0.896044167,0.917394806,1.042741077,1.07783135,1.2062061,0.639604817,0.767375342,0.847006237,1.051720621,1.096682464,1.202995245,rejected,0
NISCH,0.767972145,0.8981657,0.919468424,0.933032844,1.408998614,2.069917518,0.851244137,0.8814606,1.1803868,1.074642789,1.246424846,1.657662387,rejected,0
NIT1,0.767839174,0.837923612,1.312726649,1.60074216,1.755836364,2.048164261,0.786450191,0.91459889,1.413707252,1.256450757,1.651555012,1.587301103,rejected,0
NLRC5,0.586541903,0.664055159,0.764961764,0.87332553,0.895895413,0.951613608,0.795472305,0.808156159,0.891724132,1.295819592,0.926136332,1.008335484,rejected,0
NME3,0.883381853,0.897661275,0.933700639,1.052873622,1.269849463,2.206728705,1.213174678,1.364672891,1.75155112,1.416963055,1.075837096,2.17144257,rejected,0
NMU,0.161568163,0.453609739,0.795227067,1.020068246,1.043852521,1.085018477,0.401248588,0.766728552,0.908287789,0.972400579,1.088306941,1.089613921,rejected,0
NOTCH1,0.523645848,0.605495226,0.629827922,0.661842148,0.871223081,0.927844433,0.928283814,0.762413343,0.867024916,0.840889608,0.915221943,1.384653644,rejected,0
NOV,0.214959335,0.339363088,0.429863059,0.536576858,0.867919847,0.901909535,0.583671726,1.094852765,0.53550704,0.770512647,0.803552574,0.916409358,rejected,0
NPC1,0.918969786,0.941650149,1.024554818,1.02627809,1.275889698,1.570863469,1.030877957,1.089346613,0.830787728,1.105745835,1.172573796,1.322613513,rejected,0
NPIPA1,0.900073198,0.904465286,1.076551812,1.318406657,1.437129108,1.898477208,0.898790037,0.922132133,1.063062232,1.095504195,1.294726548,1.407482032,rejected,0
NQO2,0.849610288,0.872531947,0.935087483,0.969286602,1.328972235,1.365701412,0.961517644,0.892276693,1.07226525,0.957283526,1.420191912,1.625821267,rejected,0
NR1D1,0.340685987,0.341261085,0.414561206,0.805258956,0.908429748,1.085341076,0.622525822,0.491899598,0.882402537,0.968401541,1.562899131,0.954386492,rejected,0
NR1D2,0.657596003,0.821749968,0.848847614,1.465878912,1.689439107,1.877489873,0.570643977,1.036342453,0.586277763,1.404324207,1.930754571,2.281557164,rejected,0
NR4A2,0.539266236,0.576993015,0.577728039,0.704763119,0.915146751,2.293334632,0.54353281,0.714002368,0.841782862,0.817847501,1.207679301,2.969618008,rejected,0
NSDHL,0.463730707,0.737938298,0.745521686,0.938783242,0.981700598,1.009601015,0.535268297,0.699924304,0.776938915,0.969682077,0.964805871,0.991641133,rejected,0
NT5C3A,0.48060168,0.675670988,0.997693535,1.079736897,1.115076386,1.203730149,0.728564819,0.869710877,1.006117647,1.196972031,1.064248479,1.160091547,rejected,0
NT5DC2,0.599173644,0.827394663,0.909307102,0.952615305,0.977367856,0.985468278,0.625888478,0.873246107,0.895083241,0.912554883,1.138782212,1.074934655,rejected,0
NTSR1,0.733923436,0.73652815,0.762853352,0.890239758,2.401413208,3.540482998,0.798439017,1.017701185,1.030099429,1.006041816,3.302845536,3.100131305,rejected,0
NUDT8,0.397107592,0.747713758,0.830386151,0.834126114,1.047622073,1.147833302,0.723278977,1.036200592,1.321967583,1.240225561,1.055313464,1.391017297,rejected,0
NUF2,0.381581931,0.872427215,0.942568448,1.037620971,1.064335069,1.093673987,0.451263783,0.895585318,0.98849536,1.023449132,1.013911215,1.004215171,rejected,0
NUMBL,0.819186904,0.841785865,0.844362345,0.981801088,1.311252547,1.679306494,0.70597979,0.918357065,0.992215355,0.729020982,1.383367623,1.321491039,rejected,0
NXPH4,0.953505239,0.955046653,1.266456863,1.308382019,1.31447825,1.949233579,0.973581252,1.268837884,1.385340009,1.50600167,1.219485526,2.051738305,rejected,0
OASL,0.988383292,1.169148718,1.224514844,1.349263979,1.401479519,1.466875094,1.075098476,0.89093512,1.006082692,1.012257175,1.071302532,2.236421515,rejected,0
OBSL1,0.691802422,0.84277877,0.916615547,0.987963142,1.267259794,1.835489389,0.775726386,0.974423625,0.835434036,1.001328723,1.344546148,1.616555451,rejected,0
ODC1,0.36660475,0.733078792,0.864087371,0.864513677,1.075401441,1.156116824,0.726773022,0.819321961,0.978526224,0.78814525,1.053733024,1.040234842,rejected,0
OGFRL1,0.64204469,1.061760888,1.124746005,1.127042741,1.152278036,1.174363533,1.304263343,0.893641497,1.146614067,1.425747546,1.136203776,1.066752778,rejected,0
OPLAH,0.849832091,0.856657745,0.875926424,0.912997666,0.916026442,1.974663324,1.314933698,1.041775995,0.935478351,0.921040887,0.960709588,1.715842468,rejected,0
ORAI1,0.576583172,0.826011749,0.828788838,0.873143676,1.076209331,1.174831191,0.863595195,1.163464908,1.150374791,1.213398974,1.15105975,1.337277076,rejected,0
ORC1,0.440901935,0.653886157,0.803418081,1.029475377,1.190378329,1.214451655,0.371746795,0.697920754,0.755143663,1.034613102,1.123106888,1.294470614,rejected,0
OSBP2,0.584914631,0.774718274,0.777830608,0.992032277,1.016920662,1.061986174,1.111419253,0.950440804,0.815987482,1.444059861,0.983808245,1.075796195,rejected,0
OSBPL5,0.746299364,0.868422521,0.906318781,1.037382559,1.250522305,2.114248121,1.136760315,1.043744569,1.060004294,0.973916248,1.531273459,2.562908466,rejected,0
OVGP1,0.9333556,1.07091834,1.225319803,1.355689952,1.374299035,3.778653113,1.26857276,0.90005797,1.15431178,1.413970457,1.353886682,2.76950043,rejected,0
OXLD1,0.921278934,0.947276391,0.972092861,1.000734658,1.083552487,1.503385617,1.002259903,1.162711633,1.363065699,1.460477798,1.410435395,1.879096351,rejected,0
P2RY11,0.471433114,0.525920417,0.959711072,1.156422914,1.358969623,1.441908022,0.654050649,0.520861724,1.270482138,1.325890025,1.281977594,2.120501878,rejected,0
P2RY2,0.852963531,0.943685774,1.105682741,1.468223293,1.600990204,1.807164287,0.771343092,0.972303323,1.259293013,1.201355336,0.937318269,1.18668868,rejected,0
P3H3,0.53496419,0.556427182,0.812986077,0.852506311,0.931953318,0.941327367,0.691067099,0.858324164,0.87646051,1.098973522,1.329012477,0.92868484,rejected,0
P4HTM,0.693402605,0.778297624,0.837976857,0.910917476,1.005197425,1.012521671,1.011271294,1.105478998,0.985250138,1.077316142,1.045130396,1.693522803,rejected,0
PACS2,0.813542649,0.861728001,0.987623777,0.99521732,1.230084901,1.958401507,1.128452876,1.048899961,1.042511912,1.047843663,1.123626877,1.724810445,rejected,0
PALLD,0.919731039,1.0669599,1.095148371,1.168926564,1.456625771,1.566954601,0.954584168,0.90416831,0.887609346,1.049457531,1.000492498,0.755326807,rejected,0
PARD6G,0.953953655,0.966348568,1.012232156,1.021360204,1.024283688,1.688452334,1.037861922,0.755306311,0.717025638,0.864085394,0.802675415,1.374213412,rejected,0
PARP10,0.596362962,0.786498717,0.791601984,0.844479518,1.237740838,2.873426522,1.030507648,0.868830102,0.974626052,0.819918703,1.400742675,2.706568567,rejected,0
PCK2,0.885119266,0.901232568,0.907585717,3.415580348,3.696576268,6.689805544,0.97410416,0.96838719,1.554134043,4.607923423,3.386613368,5.95148369,rejected,0
PCNA,0.253395713,0.254951761,0.673651613,0.950504449,1.023408409,1.031641603,0.342068366,0.498718535,0.721500687,0.908027777,1.044377402,1.03291534,rejected,0
PCYOX1L,0.747390445,0.848025532,0.885788505,0.999327567,1.339072523,1.346459723,0.90309119,0.9416011,0.992915812,1.000516635,1.685218256,1.965571143,rejected,0
PDE4D,0.444773729,0.521567181,0.728516464,0.876528215,0.93081635,0.973368439,0.477749991,0.491753605,0.726907138,0.938134666,0.917624451,0.958892278,rejected,0
PDIA4,0.708169139,0.878126161,0.887097148,0.932518872,1.203361008,1.240398595,0.685333017,0.982236136,0.771679584,0.972984543,1.295297471,1.14310928,rejected,0
PDIK1L,0.633489633,0.809450952,0.859244244,1.001921814,1.244526205,1.323326818,1.115963839,0.897991073,1.292841235,1.001077496,1.32699791,1.114709127,rejected,0
PDK1,0.665062665,0.934332207,1.093871766,1.104032473,1.393815646,1.530272226,1.343278083,0.837260006,1.621578261,1.264803581,1.394494182,1.517492092,rejected,0
PDK4,0.594618502,0.595748809,0.70773776,0.71188422,0.781358259,1.007565614,1.007419373,0.89521893,0.699000724,0.630768313,0.978967349,1.865031493,rejected,0
PDLIM4,0.972058096,1.153668865,1.201934893,1.346607371,1.549443211,1.664178302,0.81807385,1.067042663,1.172917625,1.561700413,1.288128847,1.154078994,rejected,0
PDZD2,0.575949175,0.578367531,0.713545605,0.953599363,1.00503517,1.096135244,0.707910245,0.780739889,0.869612098,1.029598396,1.053966467,1.153880614,rejected,0
PEAR1,0.784808845,0.856466169,1.478651955,1.8442505,1.928850348,2.184555667,0.785442852,0.958702173,1.879234262,1.27102856,1.485673265,1.348119982,rejected,0
PEPD,0.494215968,0.699742539,0.743512732,0.77120102,0.83944917,0.883246965,0.631963854,0.753686812,0.833844756,0.864982693,0.798138653,0.766445039,rejected,0
PER1,0.517004938,0.525310131,0.684160106,1.04172182,1.254398944,1.445763384,0.62171184,0.629852218,0.754400275,1.237903415,1.368602834,1.469618306,rejected,0
PER2,0.341995636,0.352244076,0.559696331,1.042458019,1.120132447,1.194546716,0.422122096,0.511585175,0.656093112,1.555782901,1.176240757,1.205528654,rejected,0
PET117,0.406326481,0.623625279,0.811281254,0.970797416,1.100591152,1.273173157,0.619000512,0.926874517,0.88720232,1.159394267,0.893782173,0.897434689,rejected,0
PEX6,0.748106824,0.893729041,0.899087148,0.921520638,1.278393467,1.739077548,0.927324549,1.078354788,0.881853609,0.995217615,1.430788417,1.59298686,rejected,0
PGBD5,0.93482841,1.002203056,1.354681002,1.389134891,2.125396456,2.873431353,0.896385198,0.751945908,0.501992665,0.944887179,1.182652199,0.97238657,rejected,0
PGP,0.614757652,0.720082573,0.783921707,0.792486527,0.877037273,0.930871127,0.571388319,0.796642329,0.849290563,0.849386205,1.019954247,1.083724491,rejected,0
PHACTR2,0.544872294,0.867847649,0.878391746,0.878426823,1.057756718,1.190855794,0.788509915,0.928926839,1.003060545,0.675261391,1.112834282,1.011521599,rejected,0
PHF19,0.531348811,0.959556629,1.053624838,1.064133268,1.100474766,1.101863219,0.684318317,1.04351217,1.172142119,1.066043618,1.175258125,1.062725953,rejected,0
PHF21A,0.662013937,0.863987591,1.023277519,1.233314719,1.296643368,1.609119433,0.730545987,0.972212793,1.077820552,1.179645389,1.042202448,1.520911041,rejected,0
PHGDH,0.790439869,0.827365681,0.927623009,3.066318165,3.621583808,5.239680597,1.051139288,1.375040849,0.975592972,3.343187901,4.962250088,5.788222641,rejected,0
PHKG2,0.870904335,0.965869933,0.982868833,1.048470815,1.149786752,1.368440797,0.684313571,0.852046896,0.958724424,1.121496692,1.371085867,1.168665605,rejected,0
PHLDA1,0.42598385,0.498553157,0.813954292,0.840387525,1.756732628,2.338808427,0.592201073,0.582336069,0.98212935,0.936195308,1.927196199,2.597885395,rejected,0
PHLDA2,0.49444568,0.553592539,0.649227344,0.99837208,1.293381734,1.319496997,0.610612759,0.761936449,1.104205439,1.184933937,1.221468253,1.351905529,rejected,0
PHLDB2,1.028992284,1.081049766,1.160523141,1.243070251,1.572018779,1.5839896,0.923941443,1.121738193,1.1482626,0.837244231,1.325593101,1.492180209,rejected,0
PHRF1,0.665922556,0.730705925,0.944560519,0.985826351,0.986053397,1.042290448,0.686235863,0.809188024,1.145567544,1.015896958,1.16069319,0.958556956,rejected,0
PHTF1,0.87422211,0.992799794,1.091419562,1.118351984,1.4003951,1.484364471,0.6973979,1.005507675,0.961744203,0.517996335,1.177179067,1.202904605,rejected,0
PHYKPL,0.760787913,0.828866725,0.981340683,1.808251238,2.245595204,2.548696181,0.880684744,0.869704493,1.120233971,1.759045444,1.819729283,2.340686213,rejected,0
PIF1,0.644532409,0.798714901,0.896847014,1.192779522,1.431586396,1.520658022,0.466154901,0.958134196,0.954984045,1.486020537,1.570502945,1.226020954,rejected,0
PIGV,0.867518198,0.892571746,0.985781687,1.423958704,1.493685864,2.036600523,0.939962755,0.949093887,1.01559268,1.458144619,1.510511628,2.264548386,rejected,0
PIGW,0.586769858,0.58903721,0.81928077,0.893121036,1.123794024,1.185586086,0.990376608,0.681951997,0.892924364,0.847550346,1.295903794,1.072264405,rejected,0
PIK3R1,0.8803836,0.92056707,0.959536401,1.06366322,1.119835261,1.706550279,0.824160585,0.76776925,0.930280623,0.933685712,1.076150247,1.262593291,rejected,0
PIM2,0.461248562,0.617665945,0.64539754,0.872457344,0.924134289,1.000044341,0.745530084,1.037317649,0.833742761,0.976567357,0.945187486,1.087981467,rejected,0
PIM3,0.394430683,0.50672023,0.601565241,0.736357877,1.275459898,1.304087368,0.623583878,0.952644879,0.733188935,1.378494427,1.230189791,1.093700041,rejected,0
PITPNM1,0.883856022,1.060018049,1.178716936,1.196875069,1.349381848,1.825605537,0.843251774,1.08559992,1.126290135,1.055217229,1.785309114,1.495720954,rejected,0
PKMYT1,0.289088349,0.445219746,0.786348529,0.982218833,0.98437254,0.994502796,0.406379939,0.427834547,0.874405068,1.127953183,0.977613671,1.366398686,rejected,0
PKN1,0.80324141,0.870940191,0.948344548,1.005214127,1.136380951,1.436259233,0.887927904,1.018172242,0.894895465,0.939658062,1.379425281,1.735691231,rejected,0
PLCH2,0.795518916,0.815436359,0.940400245,1.107473231,2.129978133,2.862777559,1.087278583,1.049937284,0.983919817,1.152992476,1.756904562,2.228376032,rejected,0
PLD6,0.171760194,0.24460667,0.291733743,0.327006072,1.175294614,1.19240551,0.406089634,0.339110389,0.441957809,1.014281187,1.088879513,1.230595457,rejected,0
PLEK2,0.874037942,1.214984998,1.480460806,1.87310638,1.888846601,2.861421005,0.839692215,1.076772733,1.252233621,0.632903612,1.450841749,1.210858481,rejected,0
PLEKHA6,0.637104827,0.827896156,0.898959105,0.908762728,0.97642862,1.124712326,0.49237534,0.856631967,0.902291959,1.104239965,0.931038234,0.514443966,rejected,0
PLEKHA7,0.848000075,0.857843716,1.013689462,1.025127554,1.260957697,1.268870522,0.860894337,0.551880358,1.074504331,0.496289509,1.085207361,1.384491623,rejected,0
PLEKHG2,0.632651522,0.817786837,0.936089902,1.147751353,1.744990812,2.081998027,0.782767923,0.856268271,1.049837887,1.144565307,1.250534647,1.080448105,rejected,0
PLEKHO1,0.908892267,0.949988484,1.038807277,1.078012487,1.136679791,1.776382279,1.113756475,0.673628984,1.149238037,1.126886962,1.261488959,0.818618349,rejected,0
PLK2,0.363295688,0.429754488,0.45421936,0.503721497,0.741176259,0.77087262,0.445865186,0.50728395,0.522057411,0.652433504,0.869553496,0.737979545,rejected,0
PLK4,0.469511964,1.054034311,1.056115914,1.058663068,1.077563,1.258072345,0.720588801,1.057948411,1.026104153,1.156738605,0.990405595,1.180433657,rejected,0
PLLP,0.695833634,0.724530049,0.862052983,0.889214985,0.950448852,1.04607535,1.757462225,1.092599305,1.582487506,0.925688085,1.026491712,1.066046464,rejected,0
PLPP2,0.55676409,0.808444904,0.850467953,0.969368326,1.010967545,1.02677056,0.867914285,0.847151022,1.223665859,1.323293027,1.006939812,1.011291667,rejected,0
PLXNA3,0.808200479,0.867486897,0.895213724,1.028127304,1.508031172,2.952633446,0.927520502,0.91045749,1.169055317,1.056694568,1.233194981,1.707337625,rejected,0
PMAIP1,0.711129381,1.089582608,1.247698012,1.310068306,1.777617996,1.896050602,1.176354145,1.138744676,1.456555585,1.178168114,1.977464169,2.086741255,rejected,0
PNPLA3,0.548297242,0.875616461,0.881259608,0.901403852,0.951864795,1.015873568,0.852911374,0.913559647,1.011031331,1.039944893,1.013176432,1.171699041,rejected,0
POC1A,0.452974009,0.727734154,0.920799266,0.936788951,0.938814787,0.942079007,0.589035867,0.762941055,0.998843833,0.893618298,0.894841986,0.963449115,rejected,0
PODXL2,0.471983928,0.520058055,0.812958185,0.955805336,0.970312195,0.990195366,0.641201551,0.809571387,0.893621588,1.155792675,1.058321049,1.211719522,rejected,0
POFUT2,0.786155612,0.875174392,1.117804977,1.3511424,1.528570858,1.592424177,1.014642101,0.906225432,1.372329789,1.293795962,1.145665107,1.408900891,rejected,0
POLD1,0.463917214,0.601278386,0.77393053,0.786150747,0.832393637,0.888101954,0.587269364,0.915030802,1.018430526,0.880653793,1.147133242,0.933166206,rejected,0
